gene,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000108061.7,SHOC2,2013.459359,2110.373845,1973.902427,0.035767432,0.100065129,0.357441525,0.720761295,0.839826695
ENSG00000253659.1,RP11-1114I9.1,1.896506082,1.487032208,2.063638276,0.16412044,0.459124295,0.357464073,0.720744418,0.839826695
ENSG00000108702.3,CCL1,0.933749307,0.89202176,0.950780958,-0.16639133,0.465661993,-0.35732212,0.720850672,0.839895994
ENSG00000065357.15,DGKA,970.7165413,996.4414402,960.2165826,0.052258688,0.146276386,0.357259905,0.720897243,0.839904263
ENSG00000123685.4,BATF3,150.21269,150.4052197,150.1341065,-0.057828989,0.161909833,-0.357167864,0.720966142,0.839904263
ENSG00000155393.8,HEATR3,609.6430059,591.8953006,616.8869672,0.041727746,0.116834421,0.357152847,0.720977384,0.839904263
ENSG00000268093.1,AC022154.7,14.57888286,12.53842565,15.41172254,-0.097484759,0.272895098,-0.357224295,0.720923899,0.839904263
ENSG00000220506.2,RP3-415N12.1,1.120400692,1.288760555,1.051682381,0.165653084,0.463868605,0.357112085,0.721007898,0.839904974
ENSG00000205583.9,STAG3L1,24.79153244,22.94808817,25.54395867,-0.08184106,0.229212291,-0.357053539,0.721051725,0.839921193
ENSG00000074410.9,CA12,119.8716614,101.4077939,127.4079338,0.095982893,0.26888561,0.356965524,0.721117616,0.83996311
ENSG00000146215.9,CRIP3,224.9171379,201.2469463,234.5784406,-0.056522143,0.158395583,-0.356841658,0.721210348,0.840036287
ENSG00000109390.7,NDUFC1,1286.29016,1327.186136,1269.597925,-0.033071533,0.092723696,-0.35666754,0.721340709,0.840117268
ENSG00000251393.3,RP1-240K6.3,1.278330278,1.238917575,1.294417096,-0.15646719,0.438724325,-0.356641247,0.721360395,0.840117268
ENSG00000270228.1,RP11-453E17.3,9.826145728,8.773404655,10.25583596,-0.09292757,0.260572148,-0.356628942,0.721369607,0.840117268
ENSG00000244291.1,C7orf13,183.6356716,192.3087321,180.095647,0.050126506,0.140596216,0.356528128,0.721445091,0.84017034
ENSG00000166471.6,TMEM41B,1396.003754,1386.614978,1399.835908,0.038235492,0.10727554,0.356423211,0.721523649,0.840226988
ENSG00000163964.9,PIGX,1467.100209,1528.711614,1441.952697,-0.034663688,0.097306806,-0.356230871,0.721667674,0.840325027
ENSG00000166925.4,TSC22D4,6017.63908,5260.925506,6326.501763,-0.063039337,0.17694811,-0.356258887,0.721646695,0.840325027
ENSG00000118194.14,TNNT2,1146.073122,1204.632449,1122.171355,0.095087142,0.267034235,0.356085959,0.721776192,0.840349997
ENSG00000166961.10,MS4A15,1.537244739,1.437940832,1.577776946,0.165537943,0.464986377,0.356006007,0.721836067,0.840349997
ENSG00000246350.1,RP5-1186N24.3,4.064289292,3.816628934,4.165375153,-0.126332437,0.354736605,-0.356130253,0.721743022,0.840349997
ENSG00000250796.1,RP11-723O4.3,0.861770353,0.793093459,0.889801739,-0.168286296,0.472711036,-0.356002469,0.721838716,0.840349997
ENSG00000258847.1,CTD-2014B16.3,17.10909171,17.49903339,16.94993184,-0.080259196,0.225422761,-0.356038563,0.721811686,0.840349997
ENSG00000224574.1,COL18A1-AS2,2.557924862,2.181343791,2.711631421,-0.153049523,0.430161141,-0.355795791,0.721993502,0.840495357
ENSG00000164163.6,ABCE1,1507.562318,1499.260169,1510.95095,-0.03304209,0.092896844,-0.355685822,0.722075864,0.840525723
ENSG00000177303.5,CASKIN2,1184.271819,1118.526845,1211.106502,0.047104905,0.132435803,0.35568105,0.722079438,0.840525723
ENSG00000155970.7,MICU3,2540.25397,2588.654602,2520.498611,0.057653359,0.162137782,0.355582507,0.722153246,0.840576801
ENSG00000162191.9,UBXN1,1975.724776,1998.895839,1966.267199,-0.040945211,0.115174393,-0.355506203,0.722210398,0.840608489
ENSG00000105880.4,DLX5,77.29619687,88.33085167,72.79225613,0.072293321,0.203475678,0.355292198,0.7223707,0.840626517
ENSG00000188076.2,SCGB1C1,1.14882597,0.842397545,1.273898796,-0.172515833,0.485505458,-0.355332428,0.722340565,0.840626517
ENSG00000229519.2,RP11-58A11.2,3.059828309,3.222478362,2.993440533,0.146771171,0.413107402,0.355285745,0.722375533,0.840626517
ENSG00000241954.1,RP1-149A16.17,2.628324361,2.824902866,2.548088236,0.156926528,0.441643989,0.35532359,0.722347185,0.840626517
ENSG00000262497.1,AC002128.4,2.80128672,3.023775949,2.71047479,0.130201796,0.366423072,0.355331872,0.722340981,0.840626517
ENSG00000225937.1,PCA3,2.254262997,1.833993385,2.425801615,-0.161913688,0.455885033,-0.35516342,0.722467167,0.840698319
ENSG00000115257.11,PCSK4,227.8255482,208.4442012,235.736302,-0.049743999,0.140189287,-0.354834523,0.722713563,0.840943906
ENSG00000244009.1,RP11-227J5.3,5.717589168,5.453106193,5.825541402,-0.108237083,0.305063532,-0.354801776,0.722738098,0.840943906
ENSG00000184682.5,C11orf89,1.968192872,2.230488446,1.861133454,0.155645079,0.438745226,0.354750478,0.722776531,0.840953787
ENSG00000214280.3,RP11-553K23.2,11.16164138,11.10250397,11.18577911,0.097231469,0.274159632,0.354652756,0.722849748,0.840972189
ENSG00000233220.3,LINC00167,1.0342851,0.892291429,1.0922417,-0.163573353,0.46122546,-0.354649444,0.72285223,0.840972189
ENSG00000065183.10,WDR3,473.3162815,480.8137455,470.2560921,-0.034538755,0.097426021,-0.35451263,0.722954741,0.841021778
ENSG00000205918.5,PDPK2,35.63995874,32.76353541,36.81400908,-0.106491169,0.300363887,-0.354540521,0.722933842,0.841021778
ENSG00000227492.1,RP11-316M21.6,16.64929001,16.15820828,16.84973153,0.082525293,0.232886562,0.354358328,0.72307036,0.841086607
ENSG00000258623.1,CTD-2325P2.3,5.444508238,4.807882706,5.704355394,-0.105258361,0.297030794,-0.354368514,0.723062728,0.841086607
ENSG00000204227.4,RING1,1777.39591,1750.124581,1788.527064,-0.032130159,0.090693247,-0.354272889,0.723134384,0.841126245
ENSG00000119392.10,GLE1,749.264391,747.0755276,750.1578046,-0.024995598,0.070573624,-0.354177616,0.723205778,0.841149636
ENSG00000181625.13,SLX1B,6.451473175,5.948766789,6.656659454,0.1374833,0.388188736,0.354166124,0.72321439,0.841149636
ENSG00000105428.4,ZNRF4,1.752768229,1.833671321,1.719746559,-0.147243763,0.416069348,-0.353892358,0.723419554,0.841157249
ENSG00000119318.8,RAD23B,4208.872851,4255.571933,4189.812002,-0.025083718,0.070865824,-0.353960722,0.723368319,0.841157249
ENSG00000205531.8,NAP1L4,4713.646903,4785.613974,4684.272588,0.019476509,0.055020163,0.353988581,0.723347441,0.841157249
ENSG00000225446.1,RP4-665J23.2,5.54449867,5.253951145,5.663089496,-0.120664189,0.341015642,-0.353837696,0.723460521,0.841157249
ENSG00000231249.1,ITPR1-AS1,46.87340419,49.26971147,45.89531959,0.081372897,0.229882395,0.353976204,0.723356717,0.841157249
ENSG00000260286.1,RP3-369A17.5,1.206843067,1.288910916,1.173345985,0.164013006,0.463513717,0.353847146,0.723453439,0.841157249
ENSG00000260744.1,RP11-329J18.3,2.025610477,2.329504887,1.901571942,0.14879349,0.420474897,0.353870091,0.723436243,0.841157249
ENSG00000264566.1,MIR23C,2.570991604,2.478096129,2.608908124,0.142772178,0.40329346,0.354015605,0.723327188,0.841157249
ENSG00000170946.10,DNAJC24,415.4243013,403.0911564,420.458238,-0.049146597,0.138933418,-0.353742084,0.723532181,0.841205744
ENSG00000225333.5,RP1-144F13.4,1.307163216,1.139915899,1.375427427,-0.157167583,0.44455383,-0.35354005,0.723683609,0.841346974
ENSG00000104537.12,ANXA13,5.40052529,4.460169519,5.784343972,-0.142775603,0.403932133,-0.353464336,0.723740361,0.841371193
ENSG00000108175.12,ZMIZ1,3791.345033,3596.091685,3871.040277,-0.03041338,0.086061226,-0.353392365,0.723794309,0.841371193
ENSG00000175873.3,AC004840.9,104.1277984,93.27377238,108.5580131,-0.056369571,0.159494913,-0.353425509,0.723769465,0.841371193
ENSG00000218418.2,RP11-296E7.1,1.508469547,1.437398847,1.537477996,0.145882994,0.412953948,0.353266979,0.723888299,0.841445625
ENSG00000169306.5,IL1RAPL1,76.11098919,71.46573128,78.00701282,-0.077790898,0.220231254,-0.353223699,0.723920743,0.841448514
ENSG00000212998.1,RBM12B-AS1,8.963788551,9.318118832,8.819163946,0.102700217,0.291021114,0.352896102,0.724166333,0.841674445
ENSG00000223734.2,RP11-644K8.1,1.79596874,1.536628275,1.901821991,-0.153758897,0.43572021,-0.352884475,0.72417505,0.841674445
ENSG00000232186.1,RP11-311P8.2,36.57422745,34.44795922,37.44209203,0.068583487,0.194438786,0.352725338,0.724294361,0.841778282
ENSG00000132692.13,BCAN,5673.850595,5622.216091,5694.925903,0.048365723,0.137157912,0.352628018,0.72436733,0.841828252
ENSG00000068366.14,ACSL4,2688.074104,2726.131883,2672.540317,-0.044614591,0.126569169,-0.352491772,0.724469488,0.841867245
ENSG00000167528.8,ZNF641,622.9796301,627.0660857,621.3116891,-0.035450976,0.100563734,-0.352522472,0.724446469,0.841867245
ENSG00000244155.1,CYP4F34P,3.375279387,2.577274554,3.700995646,-0.161351827,0.457836089,-0.352422692,0.724521287,0.841867245
ENSG00000252892.1,RNU6-548P,1.910451358,2.428568856,1.698974829,0.155088539,0.440070961,0.352417115,0.724525468,0.841867245
ENSG00000266475.1,AC106753.1,0.876491538,1.040967458,0.80935851,0.168657577,0.47861953,0.3523834,0.72455075,0.841867245
ENSG00000152464.10,RPP38,290.9858824,294.0697492,289.7271613,0.029421118,0.083532906,0.352209914,0.724680842,0.841913915
ENSG00000168917.8,SLC35G2,605.5620417,614.5492573,601.8937905,0.039612768,0.112444489,0.352287322,0.724622795,0.841913915
ENSG00000259684.1,RP11-120K9.2,57.64404455,56.45308212,58.13015167,0.056547785,0.160543525,0.352227131,0.724667932,0.841913915
ENSG00000227265.2,AC073464.4,1.666283505,1.834177257,1.597755443,0.162705984,0.462179827,0.352040428,0.724807944,0.842026749
ENSG00000203737.2,GPR52,39.90305486,36.32587505,41.36312825,0.117038293,0.332548654,0.351943367,0.724880735,0.842076483
ENSG00000173862.3,RP11-89N17.1,1.350514451,1.18971829,1.416145537,0.162107132,0.460718992,0.351856847,0.724945623,0.842080637
ENSG00000213199.3,ASIC3,673.4958511,576.6224291,713.0360233,-0.061854133,0.175812536,-0.351818672,0.724974254,0.842080637
ENSG00000258818.1,RNASE4,1.048568807,1.139415273,1.011488617,0.160568384,0.456384044,0.351827339,0.724967754,0.842080637
ENSG00000150401.10,DCUN1D2,1040.464668,1059.696843,1032.6148,0.040836056,0.116110641,0.351699514,0.725063625,0.842119405
ENSG00000237461.1,RP11-554F20.1,7.728427093,8.476044684,7.423277056,0.112067495,0.318650376,0.35169422,0.725067596,0.842119405
ENSG00000235641.2,LINC00484,1.234737049,1.48736673,1.131622893,0.170943,0.486297469,0.351519411,0.725198713,0.842236861
ENSG00000206168.1,Z69890.1,1.853235519,1.685424679,1.921729739,-0.15462086,0.440160798,-0.35128267,0.725376295,0.842408269
ENSG00000119650.8,IFT43,512.0481489,538.2338335,501.3601143,0.035712472,0.101706895,0.351131281,0.725489861,0.842505323
ENSG00000199161.1,MIR126,4.64060194,4.312067108,4.774697789,0.123892805,0.352905572,0.351065028,0.725539563,0.842528206
ENSG00000229729.3,RP11-159G9.5,36.67985124,37.96143082,36.15675754,0.092812816,0.264466416,0.350943677,0.725630603,0.842599088
ENSG00000255158.1,RP11-754B17.1,4.496232528,4.361803,4.551101723,0.122756193,0.349832163,0.350900249,0.725663185,0.842602087
ENSG00000140987.15,ZSCAN32,414.9311394,396.2679007,422.5487878,-0.036394359,0.103753604,-0.350776817,0.725755791,0.842674779
ENSG00000095139.9,ARCN1,3217.319101,3250.137473,3203.923847,-0.023872097,0.068063042,-0.350735083,0.725787103,0.8426763
ENSG00000178115.10,GOLGA8Q,3.720139936,3.766675518,3.70114582,0.134964329,0.384872083,0.350673212,0.725833525,0.842695363
ENSG00000197782.10,ZNF780A,385.8852644,394.030162,382.5608164,0.035720661,0.101880488,0.350613371,0.725878424,0.842712656
ENSG00000104892.12,KLC3,8.275841844,8.676564045,8.112281762,0.105433707,0.300832894,0.350472669,0.725983998,0.842770625
ENSG00000186654.16,PRR5,364.6126395,362.7644906,365.3669859,-0.059224783,0.168988262,-0.350466846,0.725988367,0.842770625
ENSG00000105048.12,TNNT1,206.4575969,230.0184157,196.8409362,0.076835567,0.219290497,0.350382564,0.72605161,0.842809207
ENSG00000069509.5,FUNDC1,787.5625366,801.9291468,781.6986141,-0.032147198,0.091771085,-0.350297682,0.726115305,0.842813479
ENSG00000215472.4,RPL17-C18orf32,17.40995682,19.2305796,16.66684548,0.065905391,0.18812767,0.350322686,0.726096542,0.842813479
ENSG00000158042.8,MRPL17,734.0829374,764.996032,721.4653478,-0.033868701,0.096719663,-0.350173891,0.7262082,0.842816814
ENSG00000223650.1,UHRF2P1,1.968396793,1.784444698,2.04347928,0.151848327,0.433551377,0.350242981,0.726156353,0.842816814
ENSG00000224223.1,GS1-18A18.1,169.5507758,200.329675,156.9879598,0.086647622,0.247418079,0.350207319,0.726183114,0.842816814
ENSG00000109133.8,TMEM33,1817.720043,1844.392822,1806.833194,0.027013269,0.077157369,0.350106141,0.726259043,0.842840994
ENSG00000224883.1,CTA-250D10.19,7.872050793,6.344494731,8.495543064,-0.122042932,0.348694592,-0.349999499,0.726339074,0.842899044
ENSG00000083814.8,ZNF671,357.6397181,349.5381862,360.9464658,0.037922955,0.108394492,0.349860533,0.726443368,0.8429796
ENSG00000128944.8,KNSTRN,323.090128,320.7015176,324.0650711,-0.034688653,0.09917078,-0.349787035,0.72649853,0.8429796
ENSG00000133808.4,MICALCL,3.259629792,2.923796928,3.396704431,-0.138135785,0.394882393,-0.349815001,0.72647754,0.8429796
ENSG00000204745.3,AC083899.3,33.0972735,33.20839659,33.05191714,-0.055725553,0.159362134,-0.349678758,0.726579797,0.84303907
ENSG00000070269.9,TMEM260,689.3277106,675.5870865,694.9361286,-0.039703263,0.113561951,-0.349617659,0.726625656,0.843057453
ENSG00000185674.5,LYG2,6.276911239,6.145152385,6.330690364,0.124235768,0.355409134,0.349557048,0.726671151,0.84307541
ENSG00000214602.3,CTBP2P5,4.425624392,4.659521788,4.330156067,0.128757274,0.368569366,0.349343395,0.726831523,0.843156988
ENSG00000238165.1,AC007560.1,0.660861782,0.54519056,0.708074526,-0.165595045,0.473957128,-0.349388235,0.726797864,0.843156988
ENSG00000239133.1,snoU13,0.646189315,0.693880594,0.626723487,0.163566794,0.468178943,0.349368114,0.726812969,0.843156988
ENSG00000260230.1,RP11-526J3.3,4696.999173,4725.089367,4685.533787,-0.058115532,0.166405868,-0.349239681,0.726909378,0.843212477
ENSG00000064601.11,CTSA,2571.503749,2508.579579,2597.187084,-0.0313285,0.08976117,-0.349020634,0.727073819,0.843272499
ENSG00000139505.10,MTMR6,2057.012218,2012.432436,2075.208047,-0.037624844,0.107825862,-0.348940814,0.727133744,0.843272499
ENSG00000226862.1,RP11-569A11.1,19.86801596,18.53980951,20.41014105,0.090989472,0.260743061,0.3489622,0.727117688,0.843272499
ENSG00000236526.1,RP4-742J24.2,5.599825552,4.461054002,6.064630266,-0.141067695,0.404056287,-0.34912882,0.726992601,0.843272499
ENSG00000240499.3,RP5-1101C3.1,7.771206839,6.444438608,8.312744892,-0.109398114,0.313523812,-0.348930798,0.727141263,0.843272499
ENSG00000267680.1,ZNF224,102.4829697,92.77414999,106.4457533,0.077213069,0.221192957,0.349075622,0.727032538,0.843272499
ENSG00000015479.13,MATR3,18820.99318,19788.80409,18425.96831,0.029534241,0.084700021,0.348692254,0.72732036,0.843435443
ENSG00000150551.10,LYPD1,244.1413318,264.2436937,235.9362862,0.066551063,0.190874672,0.348663664,0.727341826,0.843435443
ENSG00000039987.2,BEST2,1.407858964,1.536347078,1.355414835,0.159643054,0.458221309,0.348397273,0.72754185,0.843514636
ENSG00000064309.10,CDON,342.7204943,356.2090782,337.2149498,0.077517148,0.222478951,0.348424639,0.727521301,0.843514636
ENSG00000112514.10,CUTA,2785.845414,2908.260482,2735.88008,-0.040146775,0.115289938,-0.34822445,0.727671627,0.843514636
ENSG00000169016.12,E2F6,431.4182194,440.6558901,427.6477415,0.02691164,0.077256541,0.348341247,0.727583921,0.843514636
ENSG00000228113.3,AC003991.3,2.671729551,2.775399598,2.629415246,0.137105521,0.393656638,0.34828708,0.727624595,0.843514636
ENSG00000228384.3,AC007040.6,2.241061567,2.726212434,2.043040805,0.123459975,0.354251759,0.348509138,0.727457852,0.843514636
ENSG00000241181.1,NA,2.499600311,2.726522679,2.406978936,0.133862697,0.384400859,0.348237247,0.727662017,0.843514636
ENSG00000266642.1,RP11-20B24.4,1.048329696,0.792841077,1.152610765,-0.166307939,0.477604384,-0.348212756,0.727680408,0.843514636
ENSG00000268066.1,FMR1-AS1,0.962518843,0.89230331,0.991178244,-0.166189269,0.476911598,-0.348469759,0.727487421,0.843514636
ENSG00000125740.9,FOSB,308.7172712,282.7789221,319.3043524,-0.080085355,0.230158761,-0.347957014,0.727872466,0.843599152
ENSG00000135094.6,SDS,233.9203431,217.0516119,240.8055395,-0.080475337,0.231280414,-0.347955692,0.72787346,0.843599152
ENSG00000202343.1,SNORA2,7.354520438,7.136340696,7.443573394,0.09085154,0.261094335,0.347964425,0.727866901,0.843599152
ENSG00000268842.1,CTD-2245F17.2,9.883581443,10.21187767,9.749582982,0.093130221,0.267565735,0.348064825,0.7277915,0.843599152
ENSG00000198792.7,TMEM184B,3422.884822,3407.071898,3429.339076,0.03636212,0.104647555,0.347472238,0.728236572,0.843914471
ENSG00000239103.1,snoU13,2.987825274,3.716903809,2.690242199,0.135308156,0.389409477,0.347470115,0.728238166,0.843914471
ENSG00000267488.1,AC131056.3,10.64654031,12.09794941,10.05412843,0.121020686,0.348303344,0.34745772,0.728247477,0.843914471
ENSG00000267938.1,AC007292.1,3.505038801,3.569429134,3.478757032,0.135392663,0.389693807,0.347433449,0.728265708,0.843914471
ENSG00000082126.13,MPP4,36.34078896,37.17512358,36.00024422,0.070208423,0.202131792,0.347339836,0.728336027,0.843961136
ENSG00000201207.1,Y_RNA,6.30602592,6.195785153,6.351022152,0.105834804,0.304809366,0.347216379,0.728428767,0.843994356
ENSG00000240687.1,RP11-521D12.1,17.43778877,14.07930824,18.80859715,-0.124394099,0.358244673,-0.347232237,0.728416854,0.843994356
ENSG00000253171.1,CTB-118P15.2,2.083346792,2.230928911,2.023109193,0.132615334,0.381976776,0.347181667,0.728454843,0.843994356
ENSG00000207464.1,NA,3.949206254,3.617760512,4.08449023,0.129691849,0.373645465,0.347098684,0.728517182,0.844031766
ENSG00000186532.7,SMYD4,415.7424951,411.0885927,417.6420472,0.030092968,0.086732141,0.346964434,0.728618039,0.844113795
ENSG00000095951.12,HIVEP1,809.6849683,771.6350567,825.2155445,-0.04296613,0.124115078,-0.346179779,0.72920761,0.844564696
ENSG00000132437.13,DDC,10.15503496,9.665767225,10.35473607,0.104170153,0.300766431,0.346349002,0.729080446,0.844564696
ENSG00000164961.11,KIAA0196,1075.888277,1052.747168,1085.333628,-0.034691765,0.100188979,-0.346263287,0.729144857,0.844564696
ENSG00000176809.6,LRRC37A3,580.0100576,545.8208379,593.9648412,-0.040045668,0.115683319,-0.346166309,0.729217732,0.844564696
ENSG00000230284.1,RP11-402G3.4,0.93377853,0.892001751,0.950830277,0.154863612,0.447235207,0.34626883,0.729140692,0.844564696
ENSG00000232075.1,MRPL35P2,3.174917459,3.073538531,3.216296613,0.145415798,0.420035243,0.346199041,0.729193135,0.844564696
ENSG00000234911.1,TEX21P,16.66129245,13.23403395,18.06017347,0.087415251,0.252364322,0.346385139,0.729053292,0.844564696
ENSG00000069345.7,DNAJA2,3551.489412,3710.312532,3486.663649,0.028760548,0.083110575,0.346051604,0.729303933,0.844610112
ENSG00000169194.5,IL13,5.674954465,6.692253699,5.259730288,0.113073424,0.326769598,0.3460341,0.729317088,0.844610112
ENSG00000109674.3,NEIL3,0.761430812,0.644480699,0.809165553,-0.166269,0.480758128,-0.345847507,0.72945732,0.844737683
ENSG00000136158.6,SPRY2,1746.522997,1700.630674,1765.254558,0.041071295,0.118857124,0.345551811,0.729679566,0.84492847
ENSG00000258302.1,RP11-981P6.1,36.95398619,33.50351676,38.36234105,-0.081672531,0.236356367,-0.34554826,0.729682236,0.84492847
ENSG00000141552.13,ANAPC11,1381.433967,1492.908248,1335.934261,0.045873023,0.132816915,0.345385396,0.729804655,0.84500055
ENSG00000175213.2,ZNF408,244.2810927,240.9598705,245.6366936,-0.038071966,0.110223095,-0.345408249,0.729787477,0.84500055
ENSG00000180596.7,HIST1H2BC,20.61028835,19.72656553,20.97099154,0.103247591,0.298995891,0.345314414,0.729858012,0.845024738
ENSG00000250243.2,RP11-120A1.1,1.393576688,1.189805222,1.476748715,-0.148591395,0.430403361,-0.345237534,0.729915803,0.845024738
ENSG00000251609.2,SETP12,0.646512465,0.694087136,0.627094231,0.166244706,0.481486636,0.34527377,0.729888564,0.845024738
ENSG00000076928.13,ARHGEF1,2038.859463,1649.899791,2197.618513,-0.057587216,0.16686632,-0.345109881,0.730011765,0.845066168
ENSG00000163961.4,RNF168,597.644048,581.9733304,604.0402593,-0.034876666,0.101059435,-0.345110437,0.730011348,0.845066168
ENSG00000223442.1,AC004041.2,14.60845393,14.72092607,14.56254694,-0.079290572,0.229865017,-0.344944057,0.730136428,0.845175645
ENSG00000204446.2,C9orf170,21.40409044,19.1851697,22.30977238,-0.095764968,0.277730052,-0.344813127,0.730234863,0.845254754
ENSG00000156017.8,C9orf41,528.0843806,516.347224,532.8750568,-0.043124267,0.125154592,-0.344567999,0.730419167,0.845346901
ENSG00000197826.7,C4orf22,5.530218174,4.610982849,5.905416266,-0.146875925,0.426226108,-0.344596265,0.730397914,0.845346901
ENSG00000237399.3,PITRM1-AS1,55.84987959,49.91118233,58.27383765,0.066243853,0.192231716,0.344604181,0.730391962,0.845346901
ENSG00000265168.1,RP11-192H23.5,1.149322754,1.288613835,1.092469251,0.161120736,0.467630475,0.344547127,0.730434861,0.845346901
ENSG00000011260.9,UTP18,841.9381011,853.8019821,837.0957007,-0.034089183,0.098965635,-0.344454746,0.730504324,0.845392457
ENSG00000136925.10,TSTD2,331.1778654,306.5908192,341.2133944,-0.07116494,0.206720094,-0.344257486,0.730652654,0.845529277
ENSG00000160345.8,C9orf116,173.8521147,174.5397008,173.5714673,-0.049932684,0.145085991,-0.344159235,0.730726538,0.845579938
ENSG00000229089.2,ANKRD20A8P,2.413012353,1.783877617,2.669802042,-0.145017204,0.421463168,-0.344080373,0.730785843,0.845613726
ENSG00000160606.6,TLCD1,116.7204918,104.8961216,121.5467653,-0.073082967,0.212494438,-0.343928849,0.730899796,0.845710742
ENSG00000205212.3,CCDC144NL,14.306167,14.76895362,14.1172745,-0.107889695,0.313798884,-0.343817969,0.730983186,0.845772389
ENSG00000125971.12,DYNLRB1,5062.501027,5366.343237,4938.483798,-0.042795383,0.124517285,-0.343690297,0.731079209,0.845848646
ENSG00000261357.1,RP11-626G11.1,9.966553473,8.277849028,10.65582059,-0.115577673,0.336481521,-0.343488915,0.731230678,0.845989046
ENSG00000224505.2,AC002117.1,3.08843224,2.825145244,3.195896319,0.123070071,0.358379487,0.34340713,0.731292197,0.846017751
ENSG00000257446.2,ZNF878,4.998623925,4.658167832,5.137585595,0.115495468,0.336352924,0.34337584,0.731315733,0.846017751
ENSG00000164778.4,EN2,24.36328601,22.65188385,25.0618175,0.1234198,0.359876386,0.342950537,0.731635671,0.846253329
ENSG00000224063.1,AC007319.1,2.772349263,2.57702963,2.852071562,-0.138813914,0.404770275,-0.34294493,0.73163989,0.846253329
ENSG00000231324.1,AP000696.2,1.953742725,1.635989079,2.08343809,-0.158847265,0.463069405,-0.343031225,0.731574969,0.846253329
ENSG00000233025.1,CRYZP1,6.764929498,6.990019524,6.673056017,-0.105621632,0.307922358,-0.343013846,0.731588044,0.846253329
ENSG00000258809.1,CTD-2555O16.1,3.274852049,3.073119616,3.357191818,0.132578333,0.386757034,0.342794885,0.731752774,0.846349044
ENSG00000229196.3,RP11-775D22.2,1.479655824,1.3387808,1.537155833,-0.157160995,0.458604818,-0.342693729,0.731828881,0.846402214
ENSG00000207475.1,SNORA42,0.904884563,0.792968747,0.950564488,-0.164432743,0.479894369,-0.342643618,0.731866584,0.846410967
ENSG00000090447.7,TFAP4,349.6708115,328.2448298,358.4161102,0.043777069,0.127791759,0.342565664,0.731925237,0.846421111
ENSG00000119414.7,PPP6C,2308.990502,2362.991033,2286.949469,-0.024098797,0.070357504,-0.342519215,0.731960186,0.846421111
ENSG00000183044.7,ABAT,10043.62665,9953.888609,10080.25442,-0.043761988,0.12777903,-0.342481769,0.731988362,0.846421111
ENSG00000225265.1,RP11-378J18.3,32.16433299,30.93132916,32.66759986,-0.063993471,0.186857662,-0.342471753,0.731995898,0.846421111
ENSG00000150776.13,C11orf57,1166.320336,1200.341319,1152.43422,0.020372176,0.059534931,0.34218862,0.732208949,0.846632611
ENSG00000107890.12,ANKRD26,666.5320121,690.8980346,656.5866968,0.042906511,0.125472913,0.34195836,0.732382229,0.846715559
ENSG00000170855.3,TRIAP1,412.8728854,438.3172408,402.4874343,-0.034131998,0.099788994,-0.342041712,0.732319501,0.846715559
ENSG00000223935.1,AC008074.3,5.199723425,5.601103033,5.035895014,-0.094247865,0.275632505,-0.341933057,0.732401271,0.846715559
ENSG00000256341.1,RP11-21A7A.3,1.321481153,1.189423086,1.375382405,-0.155646746,0.455158028,-0.341961993,0.732379495,0.846715559
ENSG00000110048.7,OSBP,1594.516255,1573.973308,1602.901131,-0.023508327,0.068834654,-0.341518771,0.732713076,0.846797193
ENSG00000179136.2,LINC00670,1.149334523,1.437479983,1.031724131,0.167435739,0.489946387,0.341742982,0.732544323,0.846797193
ENSG00000185046.14,ANKS1B,4702.37186,4793.268486,4665.271196,-0.043092575,0.126175894,-0.341527796,0.732706283,0.846797193
ENSG00000185278.9,ZBTB37,38.24817736,39.9435251,37.55619869,0.088933431,0.260329658,0.341618512,0.732638004,0.846797193
ENSG00000223975.1,AP001048.4,1.522843861,1.487220103,1.53738417,-0.149317375,0.437155326,-0.341565952,0.732677564,0.846797193
ENSG00000237975.2,FLG-AS1,115.5284737,124.163141,112.0041197,0.080067264,0.234276855,0.34176344,0.732528926,0.846797193
ENSG00000248863.2,RP11-83A24.1,1.637675589,1.635847731,1.638421653,0.151095164,0.442415082,0.341523538,0.732709488,0.846797193
ENSG00000263463.1,MIR378I,2.858679145,2.875126292,2.851966025,-0.131644872,0.385434249,-0.341549492,0.732689953,0.846797193
ENSG00000144035.3,NAT8,4.984593569,4.212699809,5.299652246,0.1198942,0.351279735,0.341306907,0.732872549,0.846850518
ENSG00000201440.1,RNA5SP515,13.10250625,13.23561879,13.0481746,-0.082999447,0.243188155,-0.341297245,0.732879822,0.846850518
ENSG00000222383.1,RNA5SP203,1.708909009,1.487290865,1.799365395,-0.147514531,0.432147722,-0.341352097,0.732838533,0.846850518
ENSG00000231612.1,RP11-522M21.3,1.58023644,1.685632103,1.537217803,-0.140735321,0.412298621,-0.341343177,0.732845247,0.846850518
ENSG00000140090.13,SLC24A4,477.0461745,450.0995701,488.0447885,-0.066815068,0.195799856,-0.341241659,0.732921664,0.846864027
ENSG00000211689.2,TRGC1,32.02423367,35.74018118,30.5075204,0.086818026,0.25450136,0.341129909,0.733005786,0.846926386
ENSG00000125845.6,BMP2,103.9856892,107.3076851,102.6297724,0.048004977,0.14077726,0.340999511,0.73310395,0.846970122
